cluster_id,analysis_order,model_short,model_id,reference_id,treatment,seed,strict_parseable,strict_correct,semantic_determinate,semantic_correct,cap_proxy,output_tokens
2ea13c8a93e23f86123417a5d8eb50e8,165,gemma,google/gemma-4-12B-it,METADATA_TOKEN_MATCHED_TO_MASK,T1_SILENT_CHECK,2703,1,0,1,0,0,725
2ea13c8a93e23f86123417a5d8eb50e8,165,llama,meta-llama/Llama-3.1-8B-Instruct,BASE,T0_OFF,2701,1,1,1,1,0,316
2ea13c8a93e23f86123417a5d8eb50e8,165,llama,meta-llama/Llama-3.1-8B-Instruct,BASE,T1_SILENT_CHECK,2701,1,0,1,0,0,383
2ea13c8a93e23f86123417a5d8eb50e8,165,llama,meta-llama/Llama-3.1-8B-Instruct,MASK_SENTINEL,T0_OFF,2701,1,0,1,0,0,367
2ea13c8a93e23f86123417a5d8eb50e8,165,llama,meta-llama/Llama-3.1-8B-Instruct,MASK_SENTINEL,T1_SILENT_CHECK,2701,1,0,1,0,0,353
2ea13c8a93e23f86123417a5d8eb50e8,165,llama,meta-llama/Llama-3.1-8B-Instruct,METADATA_TOKEN_MATCHED_TO_MASK,T0_OFF,2701,1,1,1,1,0,319
2ea13c8a93e23f86123417a5d8eb50e8,165,llama,meta-llama/Llama-3.1-8B-Instruct,METADATA_TOKEN_MATCHED_TO_MASK,T1_SILENT_CHECK,2701,1,0,1,0,0,406
2ea13c8a93e23f86123417a5d8eb50e8,165,llama,meta-llama/Llama-3.1-8B-Instruct,BASE,T0_OFF,2702,1,1,1,1,0,316
2ea13c8a93e23f86123417a5d8eb50e8,165,llama,meta-llama/Llama-3.1-8B-Instruct,BASE,T1_SILENT_CHECK,2702,1,0,1,0,0,383
2ea13c8a93e23f86123417a5d8eb50e8,165,llama,meta-llama/Llama-3.1-8B-Instruct,MASK_SENTINEL,T0_OFF,2702,1,0,1,0,0,367
2ea13c8a93e23f86123417a5d8eb50e8,165,llama,meta-llama/Llama-3.1-8B-Instruct,MASK_SENTINEL,T1_SILENT_CHECK,2702,1,0,1,0,0,353
2ea13c8a93e23f86123417a5d8eb50e8,165,llama,meta-llama/Llama-3.1-8B-Instruct,METADATA_TOKEN_MATCHED_TO_MASK,T0_OFF,2702,1,1,1,1,0,319
2ea13c8a93e23f86123417a5d8eb50e8,165,llama,meta-llama/Llama-3.1-8B-Instruct,METADATA_TOKEN_MATCHED_TO_MASK,T1_SILENT_CHECK,2702,1,0,1,0,0,406
2ea13c8a93e23f86123417a5d8eb50e8,165,llama,meta-llama/Llama-3.1-8B-Instruct,BASE,T0_OFF,2703,1,1,1,1,0,316
2ea13c8a93e23f86123417a5d8eb50e8,165,llama,meta-llama/Llama-3.1-8B-Instruct,BASE,T1_SILENT_CHECK,2703,1,0,1,0,0,383
2ea13c8a93e23f86123417a5d8eb50e8,165,llama,meta-llama/Llama-3.1-8B-Instruct,MASK_SENTINEL,T0_OFF,2703,1,0,1,0,0,367
2ea13c8a93e23f86123417a5d8eb50e8,165,llama,meta-llama/Llama-3.1-8B-Instruct,MASK_SENTINEL,T1_SILENT_CHECK,2703,1,0,1,0,0,353
2ea13c8a93e23f86123417a5d8eb50e8,165,llama,meta-llama/Llama-3.1-8B-Instruct,METADATA_TOKEN_MATCHED_TO_MASK,T0_OFF,2703,1,1,1,1,0,319
2ea13c8a93e23f86123417a5d8eb50e8,165,llama,meta-llama/Llama-3.1-8B-Instruct,METADATA_TOKEN_MATCHED_TO_MASK,T1_SILENT_CHECK,2703,1,0,1,0,0,406
2ea13c8a93e23f86123417a5d8eb50e8,165,deepseek,deepseek-ai/DeepSeek-R1-Distill-Llama-8B,BASE,T0_OFF,2701,0,0,1,0,0,2118
2ea13c8a93e23f86123417a5d8eb50e8,165,deepseek,deepseek-ai/DeepSeek-R1-Distill-Llama-8B,BASE,T1_SILENT_CHECK,2701,1,0,1,0,0,857
2ea13c8a93e23f86123417a5d8eb50e8,165,deepseek,deepseek-ai/DeepSeek-R1-Distill-Llama-8B,MASK_SENTINEL,T0_OFF,2701,0,0,1,0,0,1867
2ea13c8a93e23f86123417a5d8eb50e8,165,deepseek,deepseek-ai/DeepSeek-R1-Distill-Llama-8B,MASK_SENTINEL,T1_SILENT_CHECK,2701,1,0,1,0,0,1302
2ea13c8a93e23f86123417a5d8eb50e8,165,deepseek,deepseek-ai/DeepSeek-R1-Distill-Llama-8B,METADATA_TOKEN_MATCHED_TO_MASK,T0_OFF,2701,1,0,1,0,0,1199
2ea13c8a93e23f86123417a5d8eb50e8,165,deepseek,deepseek-ai/DeepSeek-R1-Distill-Llama-8B,METADATA_TOKEN_MATCHED_TO_MASK,T1_SILENT_CHECK,2701,1,0,1,0,0,1299
2ea13c8a93e23f86123417a5d8eb50e8,165,deepseek,deepseek-ai/DeepSeek-R1-Distill-Llama-8B,BASE,T0_OFF,2702,0,0,1,0,0,2118
2ea13c8a93e23f86123417a5d8eb50e8,165,deepseek,deepseek-ai/DeepSeek-R1-Distill-Llama-8B,BASE,T1_SILENT_CHECK,2702,1,0,1,0,0,857
2ea13c8a93e23f86123417a5d8eb50e8,165,deepseek,deepseek-ai/DeepSeek-R1-Distill-Llama-8B,MASK_SENTINEL,T0_OFF,2702,0,0,1,0,0,1867
2ea13c8a93e23f86123417a5d8eb50e8,165,deepseek,deepseek-ai/DeepSeek-R1-Distill-Llama-8B,MASK_SENTINEL,T1_SILENT_CHECK,2702,1,0,1,0,0,1302
2ea13c8a93e23f86123417a5d8eb50e8,165,deepseek,deepseek-ai/DeepSeek-R1-Distill-Llama-8B,METADATA_TOKEN_MATCHED_TO_MASK,T0_OFF,2702,1,0,1,0,0,1199
2ea13c8a93e23f86123417a5d8eb50e8,165,deepseek,deepseek-ai/DeepSeek-R1-Distill-Llama-8B,METADATA_TOKEN_MATCHED_TO_MASK,T1_SILENT_CHECK,2702,1,0,1,0,0,1299
2ea13c8a93e23f86123417a5d8eb50e8,165,deepseek,deepseek-ai/DeepSeek-R1-Distill-Llama-8B,BASE,T0_OFF,2703,0,0,1,0,0,2118
2ea13c8a93e23f86123417a5d8eb50e8,165,deepseek,deepseek-ai/DeepSeek-R1-Distill-Llama-8B,BASE,T1_SILENT_CHECK,2703,1,0,1,0,0,857
2ea13c8a93e23f86123417a5d8eb50e8,165,deepseek,deepseek-ai/DeepSeek-R1-Distill-Llama-8B,MASK_SENTINEL,T0_OFF,2703,0,0,1,0,0,1867
2ea13c8a93e23f86123417a5d8eb50e8,165,deepseek,deepseek-ai/DeepSeek-R1-Distill-Llama-8B,MASK_SENTINEL,T1_SILENT_CHECK,2703,1,0,1,0,0,1302
2ea13c8a93e23f86123417a5d8eb50e8,165,deepseek,deepseek-ai/DeepSeek-R1-Distill-Llama-8B,METADATA_TOKEN_MATCHED_TO_MASK,T0_OFF,2703,1,0,1,0,0,1199
2ea13c8a93e23f86123417a5d8eb50e8,165,deepseek,deepseek-ai/DeepSeek-R1-Distill-Llama-8B,METADATA_TOKEN_MATCHED_TO_MASK,T1_SILENT_CHECK,2703,1,0,1,0,0,1299
d023f4ec6b4ed88830f37829f11aa586,121,gemma,google/gemma-4-12B-it,BASE,T0_OFF,2701,1,1,1,1,0,313
d023f4ec6b4ed88830f37829f11aa586,121,gemma,google/gemma-4-12B-it,BASE,T1_SILENT_CHECK,2701,1,1,1,1,0,303
d023f4ec6b4ed88830f37829f11aa586,121,gemma,google/gemma-4-12B-it,MASK_SENTINEL,T0_OFF,2701,1,1,1,1,0,292
d023f4ec6b4ed88830f37829f11aa586,121,gemma,google/gemma-4-12B-it,MASK_SENTINEL,T1_SILENT_CHECK,2701,1,1,1,1,0,356
d023f4ec6b4ed88830f37829f11aa586,121,gemma,google/gemma-4-12B-it,METADATA_TOKEN_MATCHED_TO_MASK,T0_OFF,2701,1,1,1,1,0,317
d023f4ec6b4ed88830f37829f11aa586,121,gemma,google/gemma-4-12B-it,METADATA_TOKEN_MATCHED_TO_MASK,T1_SILENT_CHECK,2701,1,1,1,1,0,365
d023f4ec6b4ed88830f37829f11aa586,121,gemma,google/gemma-4-12B-it,BASE,T0_OFF,2702,1,1,1,1,0,313
d023f4ec6b4ed88830f37829f11aa586,121,gemma,google/gemma-4-12B-it,BASE,T1_SILENT_CHECK,2702,1,1,1,1,0,303
d023f4ec6b4ed88830f37829f11aa586,121,gemma,google/gemma-4-12B-it,MASK_SENTINEL,T0_OFF,2702,1,1,1,1,0,292
d023f4ec6b4ed88830f37829f11aa586,121,gemma,google/gemma-4-12B-it,MASK_SENTINEL,T1_SILENT_CHECK,2702,1,1,1,1,0,356
d023f4ec6b4ed88830f37829f11aa586,121,gemma,google/gemma-4-12B-it,METADATA_TOKEN_MATCHED_TO_MASK,T0_OFF,2702,1,1,1,1,0,317
d023f4ec6b4ed88830f37829f11aa586,121,gemma,google/gemma-4-12B-it,METADATA_TOKEN_MATCHED_TO_MASK,T1_SILENT_CHECK,2702,1,1,1,1,0,365
d023f4ec6b4ed88830f37829f11aa586,121,gemma,google/gemma-4-12B-it,BASE,T0_OFF,2703,1,1,1,1,0,313
d023f4ec6b4ed88830f37829f11aa586,121,gemma,google/gemma-4-12B-it,BASE,T1_SILENT_CHECK,2703,1,1,1,1,0,303
d023f4ec6b4ed88830f37829f11aa586,121,gemma,google/gemma-4-12B-it,MASK_SENTINEL,T0_OFF,2703,1,1,1,1,0,292
d023f4ec6b4ed88830f37829f11aa586,121,gemma,google/gemma-4-12B-it,MASK_SENTINEL,T1_SILENT_CHECK,2703,1,1,1,1,0,356
d023f4ec6b4ed88830f37829f11aa586,121,gemma,google/gemma-4-12B-it,METADATA_TOKEN_MATCHED_TO_MASK,T0_OFF,2703,1,1,1,1,0,317
d023f4ec6b4ed88830f37829f11aa586,121,gemma,google/gemma-4-12B-it,METADATA_TOKEN_MATCHED_TO_MASK,T1_SILENT_CHECK,2703,1,1,1,1,0,365
d023f4ec6b4ed88830f37829f11aa586,121,llama,meta-llama/Llama-3.1-8B-Instruct,BASE,T0_OFF,2701,0,0,1,1,0,207
d023f4ec6b4ed88830f37829f11aa586,121,llama,meta-llama/Llama-3.1-8B-Instruct,BASE,T1_SILENT_CHECK,2701,1,1,1,1,0,213
d023f4ec6b4ed88830f37829f11aa586,121,llama,meta-llama/Llama-3.1-8B-Instruct,MASK_SENTINEL,T0_OFF,2701,1,1,1,1,0,5
d023f4ec6b4ed88830f37829f11aa586,121,llama,meta-llama/Llama-3.1-8B-Instruct,MASK_SENTINEL,T1_SILENT_CHECK,2701,1,1,1,1,0,320
d023f4ec6b4ed88830f37829f11aa586,121,llama,meta-llama/Llama-3.1-8B-Instruct,METADATA_TOKEN_MATCHED_TO_MASK,T0_OFF,2701,1,1,1,1,0,179
d023f4ec6b4ed88830f37829f11aa586,121,llama,meta-llama/Llama-3.1-8B-Instruct,METADATA_TOKEN_MATCHED_TO_MASK,T1_SILENT_CHECK,2701,1,1,1,1,0,195
d023f4ec6b4ed88830f37829f11aa586,121,llama,meta-llama/Llama-3.1-8B-Instruct,BASE,T0_OFF,2702,0,0,1,1,0,207
d023f4ec6b4ed88830f37829f11aa586,121,llama,meta-llama/Llama-3.1-8B-Instruct,BASE,T1_SILENT_CHECK,2702,1,1,1,1,0,213
d023f4ec6b4ed88830f37829f11aa586,121,llama,meta-llama/Llama-3.1-8B-Instruct,MASK_SENTINEL,T0_OFF,2702,1,1,1,1,0,5
d023f4ec6b4ed88830f37829f11aa586,121,llama,meta-llama/Llama-3.1-8B-Instruct,MASK_SENTINEL,T1_SILENT_CHECK,2702,1,1,1,1,0,320
d023f4ec6b4ed88830f37829f11aa586,121,llama,meta-llama/Llama-3.1-8B-Instruct,METADATA_TOKEN_MATCHED_TO_MASK,T0_OFF,2702,1,1,1,1,0,179
d023f4ec6b4ed88830f37829f11aa586,121,llama,meta-llama/Llama-3.1-8B-Instruct,METADATA_TOKEN_MATCHED_TO_MASK,T1_SILENT_CHECK,2702,1,1,1,1,0,195
d023f4ec6b4ed88830f37829f11aa586,121,llama,meta-llama/Llama-3.1-8B-Instruct,BASE,T0_OFF,2703,0,0,1,1,0,207
d023f4ec6b4ed88830f37829f11aa586,121,llama,meta-llama/Llama-3.1-8B-Instruct,BASE,T1_SILENT_CHECK,2703,1,1,1,1,0,213
d023f4ec6b4ed88830f37829f11aa586,121,llama,meta-llama/Llama-3.1-8B-Instruct,MASK_SENTINEL,T0_OFF,2703,1,1,1,1,0,5
d023f4ec6b4ed88830f37829f11aa586,121,llama,meta-llama/Llama-3.1-8B-Instruct,MASK_SENTINEL,T1_SILENT_CHECK,2703,1,1,1,1,0,320
d023f4ec6b4ed88830f37829f11aa586,121,llama,meta-llama/Llama-3.1-8B-Instruct,METADATA_TOKEN_MATCHED_TO_MASK,T0_OFF,2703,1,1,1,1,0,179
d023f4ec6b4ed88830f37829f11aa586,121,llama,meta-llama/Llama-3.1-8B-Instruct,METADATA_TOKEN_MATCHED_TO_MASK,T1_SILENT_CHECK,2703,1,1,1,1,0,195
d023f4ec6b4ed88830f37829f11aa586,121,deepseek,deepseek-ai/DeepSeek-R1-Distill-Llama-8B,BASE,T0_OFF,2701,0,0,1,0,0,1015
d023f4ec6b4ed88830f37829f11aa586,121,deepseek,deepseek-ai/DeepSeek-R1-Distill-Llama-8B,BASE,T1_SILENT_CHECK,2701,1,0,1,0,0,989
d023f4ec6b4ed88830f37829f11aa586,121,deepseek,deepseek-ai/DeepSeek-R1-Distill-Llama-8B,MASK_SENTINEL,T0_OFF,2701,0,0,1,0,0,1061
d023f4ec6b4ed88830f37829f11aa586,121,deepseek,deepseek-ai/DeepSeek-R1-Distill-Llama-8B,MASK_SENTINEL,T1_SILENT_CHECK,2701,0,0,1,0,0,905
d023f4ec6b4ed88830f37829f11aa586,121,deepseek,deepseek-ai/DeepSeek-R1-Distill-Llama-8B,METADATA_TOKEN_MATCHED_TO_MASK,T0_OFF,2701,0,0,1,0,0,920
d023f4ec6b4ed88830f37829f11aa586,121,deepseek,deepseek-ai/DeepSeek-R1-Distill-Llama-8B,METADATA_TOKEN_MATCHED_TO_MASK,T1_SILENT_CHECK,2701,1,0,1,0,0,901
d023f4ec6b4ed88830f37829f11aa586,121,deepseek,deepseek-ai/DeepSeek-R1-Distill-Llama-8B,BASE,T0_OFF,2702,0,0,1,0,0,1015
d023f4ec6b4ed88830f37829f11aa586,121,deepseek,deepseek-ai/DeepSeek-R1-Distill-Llama-8B,BASE,T1_SILENT_CHECK,2702,1,0,1,0,0,989
d023f4ec6b4ed88830f37829f11aa586,121,deepseek,deepseek-ai/DeepSeek-R1-Distill-Llama-8B,MASK_SENTINEL,T0_OFF,2702,0,0,1,0,0,1061
d023f4ec6b4ed88830f37829f11aa586,121,deepseek,deepseek-ai/DeepSeek-R1-Distill-Llama-8B,MASK_SENTINEL,T1_SILENT_CHECK,2702,0,0,1,0,0,905
d023f4ec6b4ed88830f37829f11aa586,121,deepseek,deepseek-ai/DeepSeek-R1-Distill-Llama-8B,METADATA_TOKEN_MATCHED_TO_MASK,T0_OFF,2702,0,0,1,0,0,920
d023f4ec6b4ed88830f37829f11aa586,121,deepseek,deepseek-ai/DeepSeek-R1-Distill-Llama-8B,METADATA_TOKEN_MATCHED_TO_MASK,T1_SILENT_CHECK,2702,1,0,1,0,0,901
d023f4ec6b4ed88830f37829f11aa586,121,deepseek,deepseek-ai/DeepSeek-R1-Distill-Llama-8B,BASE,T0_OFF,2703,0,0,1,0,0,1015
d023f4ec6b4ed88830f37829f11aa586,121,deepseek,deepseek-ai/DeepSeek-R1-Distill-Llama-8B,BASE,T1_SILENT_CHECK,2703,1,0,1,0,0,989
d023f4ec6b4ed88830f37829f11aa586,121,deepseek,deepseek-ai/DeepSeek-R1-Distill-Llama-8B,MASK_SENTINEL,T0_OFF,2703,0,0,1,0,0,1061
d023f4ec6b4ed88830f37829f11aa586,121,deepseek,deepseek-ai/DeepSeek-R1-Distill-Llama-8B,MASK_SENTINEL,T1_SILENT_CHECK,2703,0,0,1,0,0,905
d023f4ec6b4ed88830f37829f11aa586,121,deepseek,deepseek-ai/DeepSeek-R1-Distill-Llama-8B,METADATA_TOKEN_MATCHED_TO_MASK,T0_OFF,2703,0,0,1,0,0,920
d023f4ec6b4ed88830f37829f11aa586,121,deepseek,deepseek-ai/DeepSeek-R1-Distill-Llama-8B,METADATA_TOKEN_MATCHED_TO_MASK,T1_SILENT_CHECK,2703,1,0,1,0,0,901
d31e9ef68240f7200a4f194cb45da9b3,189,gemma,google/gemma-4-12B-it,BASE,T0_OFF,2701,1,1,1,1,0,432
d31e9ef68240f7200a4f194cb45da9b3,189,gemma,google/gemma-4-12B-it,BASE,T1_SILENT_CHECK,2701,1,1,1,1,0,438
d31e9ef68240f7200a4f194cb45da9b3,189,gemma,google/gemma-4-12B-it,MASK_SENTINEL,T0_OFF,2701,1,1,1,1,0,455
d31e9ef68240f7200a4f194cb45da9b3,189,gemma,google/gemma-4-12B-it,MASK_SENTINEL,T1_SILENT_CHECK,2701,1,1,1,1,0,444
d31e9ef68240f7200a4f194cb45da9b3,189,gemma,google/gemma-4-12B-it,METADATA_TOKEN_MATCHED_TO_MASK,T0_OFF,2701,1,1,1,1,0,424
d31e9ef68240f7200a4f194cb45da9b3,189,gemma,google/gemma-4-12B-it,METADATA_TOKEN_MATCHED_TO_MASK,T1_SILENT_CHECK,2701,1,1,1,1,0,439
d31e9ef68240f7200a4f194cb45da9b3,189,gemma,google/gemma-4-12B-it,BASE,T0_OFF,2702,1,1,1,1,0,432
d31e9ef68240f7200a4f194cb45da9b3,189,gemma,google/gemma-4-12B-it,BASE,T1_SILENT_CHECK,2702,1,1,1,1,0,438
d31e9ef68240f7200a4f194cb45da9b3,189,gemma,google/gemma-4-12B-it,MASK_SENTINEL,T0_OFF,2702,1,1,1,1,0,455
d31e9ef68240f7200a4f194cb45da9b3,189,gemma,google/gemma-4-12B-it,MASK_SENTINEL,T1_SILENT_CHECK,2702,1,1,1,1,0,444
d31e9ef68240f7200a4f194cb45da9b3,189,gemma,google/gemma-4-12B-it,METADATA_TOKEN_MATCHED_TO_MASK,T0_OFF,2702,1,1,1,1,0,424
d31e9ef68240f7200a4f194cb45da9b3,189,gemma,google/gemma-4-12B-it,METADATA_TOKEN_MATCHED_TO_MASK,T1_SILENT_CHECK,2702,1,1,1,1,0,439
d31e9ef68240f7200a4f194cb45da9b3,189,gemma,google/gemma-4-12B-it,BASE,T0_OFF,2703,1,1,1,1,0,432
d31e9ef68240f7200a4f194cb45da9b3,189,gemma,google/gemma-4-12B-it,BASE,T1_SILENT_CHECK,2703,1,1,1,1,0,438
d31e9ef68240f7200a4f194cb45da9b3,189,gemma,google/gemma-4-12B-it,MASK_SENTINEL,T0_OFF,2703,1,1,1,1,0,455
d31e9ef68240f7200a4f194cb45da9b3,189,gemma,google/gemma-4-12B-it,MASK_SENTINEL,T1_SILENT_CHECK,2703,1,1,1,1,0,444
d31e9ef68240f7200a4f194cb45da9b3,189,gemma,google/gemma-4-12B-it,METADATA_TOKEN_MATCHED_TO_MASK,T0_OFF,2703,1,1,1,1,0,424
d31e9ef68240f7200a4f194cb45da9b3,189,gemma,google/gemma-4-12B-it,METADATA_TOKEN_MATCHED_TO_MASK,T1_SILENT_CHECK,2703,1,1,1,1,0,439
d31e9ef68240f7200a4f194cb45da9b3,189,llama,meta-llama/Llama-3.1-8B-Instruct,BASE,T0_OFF,2701,1,1,1,1,0,176
d31e9ef68240f7200a4f194cb45da9b3,189,llama,meta-llama/Llama-3.1-8B-Instruct,BASE,T1_SILENT_CHECK,2701,1,1,1,1,0,157
d31e9ef68240f7200a4f194cb45da9b3,189,llama,meta-llama/Llama-3.1-8B-Instruct,MASK_SENTINEL,T0_OFF,2701,0,0,0,0,0,192
d31e9ef68240f7200a4f194cb45da9b3,189,llama,meta-llama/Llama-3.1-8B-Instruct,MASK_SENTINEL,T1_SILENT_CHECK,2701,1,1,1,1,0,152
d31e9ef68240f7200a4f194cb45da9b3,189,llama,meta-llama/Llama-3.1-8B-Instruct,METADATA_TOKEN_MATCHED_TO_MASK,T0_OFF,2701,1,1,1,1,0,157
d31e9ef68240f7200a4f194cb45da9b3,189,llama,meta-llama/Llama-3.1-8B-Instruct,METADATA_TOKEN_MATCHED_TO_MASK,T1_SILENT_CHECK,2701,1,1,1,1,0,152
d31e9ef68240f7200a4f194cb45da9b3,189,llama,meta-llama/Llama-3.1-8B-Instruct,BASE,T0_OFF,2702,1,1,1,1,0,176
d31e9ef68240f7200a4f194cb45da9b3,189,llama,meta-llama/Llama-3.1-8B-Instruct,BASE,T1_SILENT_CHECK,2702,1,1,1,1,0,157
d31e9ef68240f7200a4f194cb45da9b3,189,llama,meta-llama/Llama-3.1-8B-Instruct,MASK_SENTINEL,T0_OFF,2702,0,0,0,0,0,192
d31e9ef68240f7200a4f194cb45da9b3,189,llama,meta-llama/Llama-3.1-8B-Instruct,MASK_SENTINEL,T1_SILENT_CHECK,2702,1,1,1,1,0,152
d31e9ef68240f7200a4f194cb45da9b3,189,llama,meta-llama/Llama-3.1-8B-Instruct,METADATA_TOKEN_MATCHED_TO_MASK,T0_OFF,2702,1,1,1,1,0,157
d31e9ef68240f7200a4f194cb45da9b3,189,llama,meta-llama/Llama-3.1-8B-Instruct,METADATA_TOKEN_MATCHED_TO_MASK,T1_SILENT_CHECK,2702,1,1,1,1,0,152
d31e9ef68240f7200a4f194cb45da9b3,189,llama,meta-llama/Llama-3.1-8B-Instruct,BASE,T0_OFF,2703,1,1,1,1,0,176
d31e9ef68240f7200a4f194cb45da9b3,189,llama,meta-llama/Llama-3.1-8B-Instruct,BASE,T1_SILENT_CHECK,2703,1,1,1,1,0,157
d31e9ef68240f7200a4f194cb45da9b3,189,llama,meta-llama/Llama-3.1-8B-Instruct,MASK_SENTINEL,T0_OFF,2703,0,0,0,0,0,192
d31e9ef68240f7200a4f194cb45da9b3,189,llama,meta-llama/Llama-3.1-8B-Instruct,MASK_SENTINEL,T1_SILENT_CHECK,2703,1,1,1,1,0,152
d31e9ef68240f7200a4f194cb45da9b3,189,llama,meta-llama/Llama-3.1-8B-Instruct,METADATA_TOKEN_MATCHED_TO_MASK,T0_OFF,2703,1,1,1,1,0,157
d31e9ef68240f7200a4f194cb45da9b3,189,llama,meta-llama/Llama-3.1-8B-Instruct,METADATA_TOKEN_MATCHED_TO_MASK,T1_SILENT_CHECK,2703,1,1,1,1,0,152
d31e9ef68240f7200a4f194cb45da9b3,189,deepseek,deepseek-ai/DeepSeek-R1-Distill-Llama-8B,BASE,T0_OFF,2701,0,0,1,0,0,447
d31e9ef68240f7200a4f194cb45da9b3,189,deepseek,deepseek-ai/DeepSeek-R1-Distill-Llama-8B,BASE,T1_SILENT_CHECK,2701,0,0,1,1,0,704
d31e9ef68240f7200a4f194cb45da9b3,189,deepseek,deepseek-ai/DeepSeek-R1-Distill-Llama-8B,MASK_SENTINEL,T0_OFF,2701,0,0,1,0,0,663
d31e9ef68240f7200a4f194cb45da9b3,189,deepseek,deepseek-ai/DeepSeek-R1-Distill-Llama-8B,MASK_SENTINEL,T1_SILENT_CHECK,2701,1,0,1,0,0,517
d31e9ef68240f7200a4f194cb45da9b3,189,deepseek,deepseek-ai/DeepSeek-R1-Distill-Llama-8B,METADATA_TOKEN_MATCHED_TO_MASK,T0_OFF,2701,0,0,0,0,0,480
d31e9ef68240f7200a4f194cb45da9b3,189,deepseek,deepseek-ai/DeepSeek-R1-Distill-Llama-8B,METADATA_TOKEN_MATCHED_TO_MASK,T1_SILENT_CHECK,2701,1,1,1,1,0,779
d31e9ef68240f7200a4f194cb45da9b3,189,deepseek,deepseek-ai/DeepSeek-R1-Distill-Llama-8B,BASE,T0_OFF,2702,0,0,1,0,0,447
d31e9ef68240f7200a4f194cb45da9b3,189,deepseek,deepseek-ai/DeepSeek-R1-Distill-Llama-8B,BASE,T1_SILENT_CHECK,2702,0,0,1,1,0,704
d31e9ef68240f7200a4f194cb45da9b3,189,deepseek,deepseek-ai/DeepSeek-R1-Distill-Llama-8B,MASK_SENTINEL,T0_OFF,2702,0,0,1,0,0,663
d31e9ef68240f7200a4f194cb45da9b3,189,deepseek,deepseek-ai/DeepSeek-R1-Distill-Llama-8B,MASK_SENTINEL,T1_SILENT_CHECK,2702,1,0,1,0,0,517
d31e9ef68240f7200a4f194cb45da9b3,189,deepseek,deepseek-ai/DeepSeek-R1-Distill-Llama-8B,METADATA_TOKEN_MATCHED_TO_MASK,T0_OFF,2702,0,0,0,0,0,480
d31e9ef68240f7200a4f194cb45da9b3,189,deepseek,deepseek-ai/DeepSeek-R1-Distill-Llama-8B,METADATA_TOKEN_MATCHED_TO_MASK,T1_SILENT_CHECK,2702,1,1,1,1,0,779
d31e9ef68240f7200a4f194cb45da9b3,189,deepseek,deepseek-ai/DeepSeek-R1-Distill-Llama-8B,BASE,T0_OFF,2703,0,0,1,0,0,447
